skill_name,references
"cv writing",6
"cover letter writing",6
"motivation articulation",1
"suitability assessment",1
"creating project plans",1
"engaging multi-functional teams",1
"developing financial business cases",1
"reporting on project status",1
"safety strategy",1
"injury prevention",1
"best practices implementation",2
"transnational teamwork",1
"occupational safety",1
"ai tools proficiency",2
"google suite familiarity",1
"technical improvements",2
"aerospace manufacturing",1
"production capacity optimization",1
"industrial flow optimization",1
"project management basics",1
"project budget management",1
"aerospace challenges",1
"working with digital tools",1
"security clearance (bpss, uk sc-level)",1
"agile project management",5
"data readiness",1
"de-risk testing",1
"cutover management",1
"lessons learned",1
"aviation industry",1
"audiovisual material creation",2
"idea contribution",1
"kpi monitoring",5
"digital communications",5
"general computer literacy",1
"on-the-job training",6
"design management",1
"information flow synchronization",1
"purchase order creation",1
"non conformance processing",1
"process mining",1
"robotic process automation",3
"kpi creation",1
"collaboration with business partners",1
"capacity to work under pressure",1
"sourcing strategies",2
"quality issue resolution",1
"supplier development",1
"telecommunication",1
"navigation satellites",1
"industry experience",1
"multinational environment",1
"commodity management",1
"market surveying",1
"data documentation",1
"market cost database management",1
"supplier selection processes",1
"commodity strategy development",1
"contract execution",1
"on-time delivery",1
"quality delivery",1
"technical learning",1
"professional attitude",1
"incoming inspection",1
"dynamic environment",1
"reporting practices",1
"technical knowledge of commodities",1
"key performance indicators (kpis) management",5
"industrial management",2
"regulatory monitoring",1
"sustainability management system",1
"iso 14001 environmental certification",1
"hydrogen systems",1
"energy reduction techniques",1
"co2 emissions reduction",1
"water usage reduction",1
"air emissions reduction",1
"chemical safety regulations",1
"human rights standards",1
"supply chain sustainability",1
"global senior stakeholders management",1
"coordination skills",1
"strategy awareness",1
"culture transformation",1
"team building activities",1
"emc engineering",1
"mechanical systems engineering",1
"analogue signal processing",2
"digital signal processing",4
"beamforming",2
"rf (radio frequency) technologies",1
"design trade-offs",1
"technical performance assessment",1
"product reuse assessment",1
"flexible telecom satellite solutions",1
"supplier relationship management",5
"innovation in satellite technology",1
"payload architecture",2
"processes definition",1
"performance specifications preparation",1
"payload settings evaluation",1
"mission needs assessment",1
"payload design trade-offs",2
"telecommunications systems",2
"communication equipment",1
"space industry",1
"presentation creation",1
"international politics",1
"content marketing",4
"content writing",3
"media releases",1
"repair design",1
"static stress",1
"fatigue & damage tolerance",2
"additive layer manufacturing",1
"static stress analysis",1
"finite element modelling",1
"digital mock up",1
"financial knowledge",2
"data analysis techniques",1
"client relationship development",1
"area manager programme",6
"permission to work in the uk",6
"health cash plan",6
"gym membership discounts",6
"wellness portal",6
"employee assistant programme",6
"work-life balance",6
"online application",6
"video interview",6
"group assessment",6
"final interview",6
"retail management",6
"construction services",1
"bridge inspections",6
"structural analysis",6
"technical drawing",5
"structural load carrying capacity",2
"strengthening options",2
"maintenance options",2
"technical capabilities",5
"design options",2
"drawings",2
"site surveys",2
"project supervision",2
"public liaison",1
"geotechnical engineering",5
"consultancy services",4
"highways engineering",5
"rail engineering",5
"client relationship management",6
"ground investigations",3
"geotechnical asset inspections",3
"specification preparation",4
"drawing preparation",4
"engineering problem-solving",1
"calculations and analysis",4
"benefits management",2
"clear communication",6
"strong teamwork",6
"asset inspections",2
"monitoring plans",1
"design of remedial solutions",1
"geotechnical investigations",1
"multidisciplinary scheme delivery",1
"market intelligence",2
"internal communications strategies",1
"external communications strategies",1
"versatility",2
"sales presentations",1
"customer data analysis",1
"sales metrics analysis",1
"microsoft office suite",4
"drive for success",1
"connecting with diverse backgrounds",1
"design of composite and metallic wing structures",1
"creating design schemes",1
"creating frontier and interfaces drawings",1
"data for manufacture",1
"assessing design solutions",1
"technical studies",1
"innovative project development",1
"personal development goals",1
"aircraft structural design principles",1
"self-driven motivation",1
"cad systems",3
"pdm systems",1
"metallic structures",1
"design toolsets",1
"it solutions development",5
"customer value delivery",1
"tax consulting",2
"hunger to learn",2
"inquiry",1
"humanities",2
"creative arts",1
"testing business controls",1
"independent assessment of financial information",1
"audit team collaboration",1
"hybrid working",6
"transformative leadership",5
"working in integrated teams",1
"collaboration with diverse backgrounds",1
"personal well-being",6
"equity",5
"cloud transformation",1
"workshop organization",3
"transformative leadership skills",3
"sale proposal writing",1
"technology proficiency",2
"control and governance",1
"technology consulting",1
"financial restructuring",1
"live project management",1
"training sessions",1
"career guidance",1
"personal purpose",4
"tax reporting",1
"tax planning",2
"high-performance teamwork",1
"csirt first response",1
"threat intelligence",1
"detection engineering",1
"forensics",2
"malware analysis",1
"investigating security alerts",1
"incident response",5
"kubernetes",1
"cloud environments",3
"incident triage",1
"security incident coordination",1
"threat hunting",2
"data lake",1
"detection capabilities",1
"siem tools",1
"elastic",1
"computer systems",3
"providing support services",1
"linux systems support",1
"fast-paced environment",3
"active directory",1
"powershell",2
"it troubleshooting",5
"networking fundamentals",1
"enterprise architecture",1
"passion for technology",1
"technical approach",1
"ethical practices",2
"quality advice",3
"objectivity",3
"flexible working",6
"hybrid working model",5
"relationship-building",5
"specialist knowledge",3
"diversity awareness",5
"ucas points calculation",2
"strengths assessment",5
"curriculum development",3
"skill building",5
"formal training",4
"learning journals",3
"immersion experience",2
"application process knowledge",3
"visa requirements knowledge",3
"transfer pricing",4
"industry analysis",6
"economic trends analysis",3
"physical fitness",1
"mental resilience",1
"military training",1
"adventurous training",1
"motivational skills",2
"expedition leadership",1
"humanitarian aid delivery",1
"world-class training",5
"foreign language",1
"basic fitness",1
"insight into management roles",1
"drainage",1
"pavements",1
"consultancy",1
"dynamic environment adaptability",2
"engineering problem solving",1
"assessment calculations",5
"structural health monitoring",5
"supervision of works",5
"digital technology solutions",6
"design and assessment calculations",2
"safety management tools",1
"safety management techniques",1
"safety management practices",1
"industry safety management processes",1
"mod safety management processes",1
"bae's lifecycle management",1
"engineering lifecycle",1
"personal networking",2
"professional networking",5
"client service",2
"ability to meet tight deadlines",5
"on-the-job coaching",1
"high-energy work environment",1
"merit-based performance",1
"strong academic performance",1
"fluent english (c2 level)",1
"fluency in an additional european language",1
"experience living and working in continental europe",1
"interest in business",1
"training support",1
"commercial contribution",1
"cultural understanding",1
"career progression",3
"sustainable solutions development",5
"estimates",1
"bids",1
"negotiating",4
"competitive advantage strategies",1
"contractual obligations management",1
"client collaboration",3
"ethical decision-making",1
"gcse english language",5
"a level qualifications",1
"2:1 undergraduate degree",1
"financial awareness",2
"magnitude",2
"cost-efficiency projects",2
"accounting standards",3
"finance compliance",2
"financial closing processes",2
"cost tracking",2
"month-end reconciliation",3
"results-driven mindset",3
"ability to ask questions",1
"team-player mindset",1
"complexity management",2
"influence",5
"inspiration",2
"client liaison",6
"commercial negotiation",2
"results-driven mentality",2
"complex information interpretation",2
"business solutions",1
"product marketing",2
"commercial marketing",2
"brand engagement",3
"general marketing",2
"trade marketing",2
"visual merchandising",3
"360 marketing campaigns",2
"creative strategy development",2
"design briefing",2
"market awareness",2
"cost forecasting",4
"ingredient and product naming",2
"evaluating market trends",2
"consumer lending",1
"digital experience design",1
"platform innovation",2
"strategic partnerships",2
"financial literacy",1
"customer behavior analysis",1
"inclusion initiatives",1
"viva learning",3
"knowledge",1
"drive to keep learning",3
"looker",1
"pricing models",1
"knowledge of technology",1
"customer behaviour analysis",2
"lending decision shaping",1
"modelling techniques",1
"market risk",1
"insurance risk",1
"cognitive computing",1
"advanced forecasting tools",1
"pra compliance",1
"fca compliance",3
"climate risk",1
"genai",1
"learning management system",4
"lending decisions",1
"business process management",4
"financial performance forecasting",1
"payment technology",1
"fraud prevention",2
"cyber threat management",1
"financial markets risk",1
"liquidity forecasting",1
"regulatory engagement",1
"banking",1
"fintech",1
"consulting",5
"digital forensics",1
"tech innovation",1
"ethical hacking",1
"penetration testing",1
"security risk analysis",2
"advising on secure systems",1
"national security vetting clearance",5
"computing",3
"information security",5
"power system analysis",2
"policy shaping",2
"knowledge building",2
"fresh perspective",2
"assurance",5
"client finance interaction",3
"completion",5
"audit tasks",3
"accountancy tasks",3
"audit software",3
"accounting software",3
"model training",1
"algorithm development",3
"scalable solutions deployment",1
"data literacy",1
"ethics",1
"business impact",1
"fraud detection",1
"credit risk management",1
"ci/cd",1
"cloud engineering",1
"spark",1
"domain knowledge",1
"genai applications",1
"customer segmentation",1
"behavioural analytics",1
"tensorflow",1
"pytorch",1
"xgboost",1
"apache spark",1
"vertex ai",1
"deep learning",2
"natural language processing (nlp)",1
"statistical modelling",2
"generative ai",5
"prompt engineering",2
"fine-tuning",1
"safety alignment",1
"gemini",1
"claude",1
"openai apis",1
"agentic ai systems",1
"autonomous decision-making",1
"multi-agent collaboration",1
"google cloud platform (gcp)",1
"machine learning techniques",3
"agentic ai",1
"ai solution design",1
"ai evaluation techniques",1
"gcp (google cloud platform)",1
"devops",5
"strategic design",1
"commercial insights",4
"foundations of machine learning",1
"ai literacy",1
"ensemble methods",1
"model optimisation",1
"llm foundations",1
"llm engineering",1
"llm customisation",1
"llm integration",1
"mlops",1
"stanford artificial intelligence professional programmes",1
"google cloud certifications",1
"coursera courses",1
"ai ethics",1
"ai explainability",1
"technical confidence",1
"strategic mindset",2
"industry know-how",1
"data insight derivation",1
"investment management",2
"market tracking",1
"business partnering",4
"investment strategy",1
"finance fluency",1
"reporting platforms",1
"strategic decision-making",5
"tech readiness",1
"swift",3
"building pipelines",1
"automating releases",1
"refining customer journeys",1
"improving customer journeys",1
"strengthening customer security",1
"delivering at pace",1
"customer-focused development",1
"hackathon participation",1
"innovation challenges",1
"in-house training",1
"agile learning culture",1
"on-demand courses",1
"modern programming language",1
"power system engineering",1
"energy transition",2
"supply and demand analysis",1
"tax laws",1
"tax advisory",1
"value creation",1
"tax management",1
"post tax profit maximization",1
"tax risk management",1
"tax incentives",1
"international tax rules",1
"tax-efficient planning",1
"vat/indirect tax",1
"employer solutions",1
"private client services",1
"corporate tax",1
"innovation and creative sector reliefs",1
"capital allowances",1
"tax investigations",1
"responsiveness",1
"upholding high standards",1
"exceeding expectations",1
"passion",2
"personality",1
"originality",1
"team-oriented mindset",1
"curiosity about business operations",1
"curiosity about financial operations",1
"curiosity about taxation",1
"curiosity about personal wealth",1
"curiosity about financial goals",1
"determination to tackle challenges",1
"interest in law",1
"minimum of 112 ucas points",1
"equivalent level 3 qualification",1
"104 ucas points across 4 scottish highers",1
"irish leaving certificate (higher level)",1
"professional training",3
"lifestyle benefits",1
"health benefits",1
"wellbeing benefits",1
"financial benefits",1
"graduate training programmes",1
"tax profession knowledge",1
"employability skills",1
"client finance collaboration",3
"audit and accountancy tasks",4
"audit and accounting software",4
"fieldwork",6
"forensic accounting",1
"forensic technology",1
"fraud investigation",2
"bribery investigation",1
"personal injury claims",1
"monitoring trustee services",1
"competition services",1
"financial crime investigation",2
"commercial dispute resolution",1
"forensic analysis",1
"financial document analysis",1
"document review",3
"fact-checking",1
"tax return preparation",2
"repayment claims",2
"tax computations",2
"hmrc correspondence",1
"professional organization experience",1
"research project assistance",1
"meeting attendance",1
"tax research",2
"report drafting",2
"correspondence management",2
"real world work experience",6
"stress reduction techniques",5
"focus enhancement techniques",1
"health screenings",6
"financial wellbeing support",6
"identity protection",6
"long-term care insurance",6
"home insurance",5
"auto insurance",5
"pet insurance",5
"gc",4
"dissolution",1
"ms",4
"vibrational spectroscopy",2
"karl-fisher",1
"automated methods",2
"method validation",4
"stability testing",2
"batch analysis testing",2
"good manufacturing practices (gmp)",5
"creation of analytical methods",1
"review of analytical methods",1
"validation of analytical methods",1
"laboratory documentation",2
"technical reports",2
"supervision",4
"formulation",1
"test and release of materials",1
"root cause analysis (rca)",2
"continuous project improvements",1
"physicochemical analysis",2
"solubility",2
"lipophilicity",2
"biomimetic binding",2
"polar surface area",2
"passive permeability",2
"pka",2
"hplc-uv/ms",2
"hplc-charged aerosol detector",2
"spectroscopy",2
"liquid handling",2
"method development",5
"laboratory practices",2
"health and safety regulations",2
"physicochemical knowledge",2
"synthetic organic chemistry",4
"laboratory techniques",5
"data generation",5
"laboratory experiment planning",2
"laboratory experiment implementation",2
"technical assessment",5
"inclusion training",3
"immunology",2
"genetics",2
"focus enhancement",6
"rna-sequencing data",3
"single cell transcriptomics",2
"spatial transcriptomics",4
"data-dashboards",3
"advanced cell culture",2
"genome editing",2
"high content imaging",2
"functional assays",2
"flow cytometry",2
"elisas",1
"omics",2
"organ-on-a-chip platforms",2
"organoids",2
"high-throughput genomic approaches",2
"high-throughput transcriptomic approaches",2
"primary human cell models",2
"functional readouts",2
"target identification",2
"target validation",2
"automation processes",2
"specialist imaging assays",2
"human induced pluripotent stem cell (ipsc) models",1
"genome editing pipelines",2
"assay development",2
"high throughput screening",2
"compound profiling",1
"mechanism of action studies",2
"journal article analysis",1
"cross-departmental awareness",1
"fluorescence",2
"luminescence",1
"cell imaging",2
"complex modeling",1
"genotoxicity evaluation",2
"bacterial cell culture",2
"mammalian cell culture",2
"image analysis",3
"in vitro experiments",2
"toxicity measurement",2
"multiparametric plate-reader assays",2
"dna sequencing",2
"bioenergetics evaluation",2
"mitochondrial function assessment",2
"documentation of experimental methods",2
"immunophenotyping",2
"cytokine production",2
"rare cell identification",2
"target engagement",2
"receptor occupancy",2
"experimental writing",1
"panel design",1
"panel optimisation",1
"panel validation",1
"spectral flow cytometry",2
"wet lab skills",2
"scientific interpretation",2
"immunoassay",2
"gyrolab",2
"msd",2
"elisa",2
"quanterix hd-x",2
"precision medicine strategies",2
"target engagement monitoring",2
"biomarker endpoints",2
"clinical trial support",1
"analytical assay development",2
"drug measurement",1
"soluble protein measurement",3
"report authoring",2
"biological sample analysis",2
"pharmacodynamic markers analysis",2
"biopharmaceuticals knowledge",2
"cutting-edge analytical technology",2
"clinical manufacturing",2
"drug substance analysis",1
"drug product analysis",2
"operating advanced automated equipment",2
"analytical instruments",4
"multifunctional platforms",4
"liquid handlers",4
"reporting on project work",1
"producing high-quality results",1
"evaluating experimental data",1
"optimising automated workflows",1
"developing automated workflows",1
"expediting drug development processes",1
"protein degradation",2
"protein-protein interaction studies",1
"protein-ligand interaction studies",2
"western blotting",2
"crispr gene editing",2
"immunoprecipitation",2
"fret",2
"bret",2
"collaborative skills",3
"cell biology",3
"chemical biology",2
"research publication drafting",2
"molecular biology techniques",3
"gene cloning",2
"pcr",2
"e.coli",1
"hek transient",2
"cho stable",2
"chromatographic techniques",2
"affinity chromatography",2
"ion-exchange chromatography",2
"size exclusion chromatography",2
"programmable purification platforms",2
"mass spectroscopy",5
"electrophoresis",2
"reversed phase chromatography",2
"protein biochemistry",2
"practical work",2
"biochemical industry",2
"pharmaceutical industry",2
"protein purification",2
"automated methods development",2
"high throughput expression",2
"experiment recording",2
"cell culture",5
"cell viability assays",2
"experimental record keeping",2
"tumour biology",2
"t-cell function",2
"targeting modalities",2
"immuno-oncology landscape",1
"research project management",2
"biology meetings presentation",2
"departmental meetings presentation",2
"larger audience presentation",2
"automated workflows",4
"resource optimisation",3
"drug development processes",2
"high-quality results production",2
"experimental data evaluation",2
"experimental data interpretation",2
"classical histology techniques",2
"advanced molecular biology",2
"tissue sample analysis",2
"pre-clinical animal models",2
"complex in vitro models (civms)",2
"spatial biology transcript measurements",2
"protein measurements",1
"mechanisms of action analysis",2
"spatial localisation of cells",1
"xrpd",2
"cellular responses analysis",2
"proteomics quality control",1
"assay workflow",2
"project scoping",2
"sectioning",2
"rna extraction",2
"slide staining",2
"image acquisition",2
"bioimaging",2
"cellular imaging",2
"dynamics",2
"fluorescent microscopy",2
"multiomics analysis",1
"cellular level analysis",2
"therapeutic area knowledge",1
"live cell imaging",2
"optical imaging",2
"ai/ml technologies",2
"biomarker development",2
"therapeutic target identification",2
"translational research",3
"clinical data analysis",1
"predictive biomarkers",2
"3d ex-vivo system cellular models",2
"patient derived organoids (pdos)",2
"multiomic analyses",2
"multiplex immunofluorescence",2
"exosomal protein/dna analysis",2
"immuno-oncology research",3
"imaging methods",2
"virtual interview skills",6
"inclusion awareness",4
"employee recognition programs",6
"wellbeing platform",6
"mindfulness",6
"private healthcare insurance",6
"linkedin networking",6
"webinars",5
"instrumental analysis",2
"chromatographic analysis",2
"ir",2
"process chemistry",2
"organic chemistry",2
"practical synthetic organic chemistry",2
"organic synthesis",2
"spectroscopic characterisation",2
"classical synthetic organic chemistry",1
"automated synthetic organic chemistry",1
"pharmaceutical science",4
"large molecule products",2
"vaccines",2
"api changes",2
"analytical method development",2
"method transfer",2
"data measurement",3
"good documentation practices (gdp)",2
"good laboratory practices (glp)",2
"laboratory equipment procurement",2
"laboratory equipment qualification",2
"laboratory equipment calibration",2
"laboratory equipment maintenance",2
"lab safety compliance",2
"airflow checks",2
"balance checks",2
"safety metrics",2
"departmental audits",2
"analytical testing",2
"oral solid dose testing",1
"respiratory value stream testing",2
"emitted dose",2
"aerodynamic particle size distribution",2
"documentation updates",3
"equipment checks",2
"analytical method transfers",2
"continuous improvement projects",1
"laboratory compliance",2
"good documentation practice",2
"forensic chemistry",2
"fermentation processes",2
"extraction efficiency",2
"comparability studies",2
"biopharmaceutical supply chain",2
"chromatography analysis",2
"uplc",2
"lc-ms",2
"uv-vis",2
"kf",1
"glp",2
"sustainable lab practices",2
"housekeeping",2
"project lifecycle management",3
"complex systems",1
"naval architecture",1
"computer-based design",1
"computer simulation modelling",1
"physical model tank testing",1
"design embodiment",1
"complex designs",1
"compartment layouts",2
"technical standards",3
"mechanical inspection",2
"hvac engineering",2
"engineering maintenance",2
"maintenance life cycle planning",2
"failure investigation",5
"technical specification development",2
"technical input and approvals",1
"engineering problem evaluation",2
"legal and regulatory compliance",2
"financial implications assessment",2
"quality management system understanding",1
"good manufacturing practice principles",1
"equipment improvement",2
"production performance",2
"reliability studies",2
"dmaic problem solving",1
"failure rate reduction",2
"cost saving analysis",2
"regulated environment experience",1
"high speed packaging lines",2
"reliability programme management",2
"oee (overall equipment effectiveness)",2
"environmental health and safety (ehs)",3
"water systems",1
"hvac systems",2
"steam systems",2
"compressed air systems",2
"industrial utilities",1
"waste treatment",2
"chillers",2
"cooling towers",2
"collaboration with 3rd party service providers",2
"maintenance techniques",1
"safety risk assessment",5
"quality risk assessment",5
"planning projects",1
"plant modifications",1
"building turnarounds",1
"production line safety improvements",1
"manufacturing line maintenance",2
"frontend platform management",2
"equipment performance monitoring",2
"r&d asset scale-up",2
"pharmaceutical product manufacturing",5
"utility systems operation",2
"building services management",2
"management of change",2
"investigation management",1
"equipment design",4
"process understanding",1
"co-operation",2
"business goals achievement",4
"recruitment process understanding",2
"building connections",5
"resilience training",4
"mindfulness practices",2
"production plan scheduling",2
"regulatory requirements understanding",1
"warehouse management",2
"aseptic processing",1
"warehouse inbound and outbound activities",2
"guidance and support for departments",1
"support for global suppliers and contractors",2
"new equipment introduction",2
"new process implementation",2
"simplification of material scheduling processes",2
"automation of material scheduling processes",2
"warehouse capacity reporting",2
"budget reporting",2
"demand review",2
"market intelligence gathering",2
"supply chain complexity understanding",2
"inventory policy assessment",2
"data quality improvements",4
"lean sigma methodologies",2
"onegps system",2
"business performance improvement",3
"service management",5
"gps (global production system)",2
"self-assessment",2
"supply chain principles",2
"project execution",1
"forecasting demand",2
"supply chain logistics",2
"new process development",2
"workflow support",1
"kpi management",4
"professional expertise",1
"gps standards",2
"standardized ways of working",2
"production & materials scheduling",2
"warehouse operations",4
"data process improvement",2
"continuous improvement methodologies",1
"advanced scheduling programmes",2
"lead time reduction",2
"data delivery improvement",2
"smart manufacturing technologies",2
"strategy skills",1
"site scheduling",2
"sales & operational planning",2
"service target balancing",2
"planning systems",2
"cultural diversity awareness",2
"inclusion practices",3
"private healthcare management",1
"social connections",3
"webinar participation",4
"gmp regulations",2
"project deployment",1
"change control",5
"laboratory operations",2
"microbiological quality control",2
"business improvement project management",1
"pharmaceutical microbiology",2
"compliance activities",2
"high-throughput robotic screening",2
"identification of microbial isolates",2
"endotoxin testing",2
"water monitoring",2
"bioburden monitoring",2
"organism identification",2
"sterility testing",2
"standard solutions preparation",4
"calibration of equipment",2
"maintenance of equipment",2
"laboratory investigations",2
"continuous improvement project management",4
"biotechnology processes",2
"profitability analysis",3
"fermentation",2
"extraction and purification techniques",2
"drug substance synthesis",2
"scale-up processes",2
"strain and cell line development",2
"microbial high throughput mutant screening",2
"genetic engineering",2
"fermentation development",2
"digital assessment",6
"document authoring",1
"document approval",1
"validation planning",3
"change control management",2
"change control request approval",1
"change action review",1
"inspection readiness",2
"justification skills",1
"auditor communication",1
"validation activity",1
"effective working relationships",1
"validation lifecycle activities",1
"justifying validation scope",1
"internal audits",4
"validation compliance",1
"compliance to company processes",1
"industry requirements",1
"drug product lifecycle management",1
"equipment qualification",1
"documentation writing",1
"team facilitation",1
"cross-department collaboration",1
"manufacturing efficiency improvement",3
"quality processes",1
"biomedical",1
"complaints management",1
"deviation management",1
"corrective and preventive actions",1
"process performance management",5
"logistics and supply chain management",1
"chemistry with industry",1
"business with compliance",1
"supply chain leadership",1
"third party logistics",1
"complaint resolution",2
"gsk ways of working",1
"electronic document management systems",1
"analytical laboratory knowledge",1
"credit assessment",1
"service level agreements",1
"bad debt management",1
"documentation assessment",1
"financial lending assessment",1
"call centre experience",1
"financial services experience",1
"automotive sector knowledge",1
"data protection act knowledge",1
"consumer credit act knowledge",1
"vulnerable customer regulations",1
"treating customers fairly",1
"financial conduct authority regulation",1
"financial accounting information interpretation",1
"systematic thought processes",1
"persuasive telephone technique",1
"understanding financial information",1
"customer outcome focus",1
"gcse in maths",1
"gcse in english",1
"biodeuteration",1
"protein production",1
"bacterial culture",1
"neutron beam studies",1
"contrast variation",1
"biomolecule characterization",1
"cell processes",1
"laboratory bacteria cultivation",1
"algae cultivation",1
"perdeuterated protein production",1
"protein crystallisation",1
"neutron diffraction",1
"sans2d",1
"neutron reflectometry",1
"covalently linked deuterated fluorescent proteins",1
"quantum effects investigation",1
"isotopic effect understanding",1
"proton tunnelling",1
"energy transfer",1
"time-resolved spectroscopies",1
"small-angle neutron scattering",1
"chemical production",1
"deuterated cholesterol production",1
"biochemistry techniques",1
"biophysical characterisation methods",1
"neutron beamline analysis",1
"central laser facility (clf) analysis",1
"bacteria culture adaptation",1
"algae culture adaptation",1
"deuterated biomass production",1
"recombinant protein production",1
"health and safety standards",1
"lab waste reduction",1
"recycling consumables",1
"resource sharing",1
"scientific knowledge exchange",1
"energy saving operations",1
"wet laboratory experience",1
"biophysics",2
"wet lab experience",1
"making buffers and solutions",1
"growing cells",1
"production and analysis of proteins",1
"production and analysis of enzymes",1
"production and analysis of rna",1
"production and analysis of dna",1
"production and analysis of lipids",1
"health and safety in the biological laboratory",1
"preparation of bio samples",1
"studying soft matter",1
"culturing live cells",1
"writing coshh forms",1
"doing risk assessments",1
"filming",3
"media release creation",1
"communications assistance",1
"media support",1
"social media planning",1
"digital content development",3
"real-time content creation",1
"monitoring social media channels",1
"social media evaluation",1
"writing online articles",1
"monitoring group inboxes",1
"experience writing for different platforms",1
"customer care principles",1
"event organisation",2
"task-oriented computing",1
"server maintenance",1
"patching",1
"backup",1
"repair",1
"cataloguing",1
"3rd-party support management",1
"iso9001",2
"itil",3
"non-computing tasks",1
"good communication skills",1
"pro-active problem-solving attitude",1
"flexible approach to duties and responsibilities",1
"interest in scientific research",1
"ownership of coding projects",1
"learning and development opportunities",1
"identification document preparation",1
"cv preparation",1
"fluorescence microscopy",1
"imaging workflows",1
"super resolution microscopy",1
"interdisciplinary approaches",1
"microscopy techniques",1
"sted microscopy",1
"flim microscopy",1
"immunolabelling techniques",1
"operating microscopes",1
"quality control of microscopes",1
"image processing",1
"multiplexing of super resolution microscopy",1
"live cell dynamics",1
"imaging",1
"sample handling",1
"neatness in practical work",1
"photo physics",1
"research standards",1
"multidisciplinary science",1
"identification documents",2
"right to work in the uk",6
"application process",5
"linux engineering",1
"cloud systems configuration",1
"linux systems",2
"automated processes",4
"devops principles",1
"virtual machines",1
"virtual private clouds",1
"elastic ips",1
"mass deployment",1
"system requirements analysis",1
"proactive monitoring",1
"industry trends",3
"technological innovation",3
"linux computing",1
"procedural-based programming languages",1
"virtualisation technologies",1
"system architectures",1
"cloud computing solutions",1
"technical communication",1
"project work",4
"application-led science",1
"production techniques",1
"commissioning trials",1
"qualification",1
"theoretical elements",1
"practical elements",1
"personal networks",1
"professional networks",1
"production safety",1
"risk evaluation",3
"safety procedures development",1
"testing and evaluation",1
"systems engineering principles",1
"design and development of support solutions",1
"personal and professional networking",2
"expert insight",6
"code review",1
"testability",1
"educational content creation",1
"system debugging",1
"issue tracking",1
"hardware analysis",1
"network analysis",1
"service operations",1
"shell scripting",1
"software development cycles",1
"cloud technologies",3
"openstack",1
"open-source projects",1
"restful web services",1
"automation techniques",2
"github actions ci/cd",1
"oracle",5
"mongodb",1
"payara",1
"linux technologies",1
"unit testing",3
"end-to-end testing",1
"continuous integration",1
"coding conventions",1
"system deployment",1
"architecture discussions",1
"installation tasks",1
"deployment tasks",1
"software engineering methodologies",1
"software life cycle",1
"relational databases",1
"nosql databases",1
"web development technologies",1
"stem promotion",1
"article writing",1
"education activities",1
"science fairs",1
"festivals",1
"virtual engagement",1
"project design",1
"individual work",1
"resource development",1
"stem communication",1
"online delivery",1
"team working capabilities",1
"stem engagement",1
"mutual support",2
"friendly working environment",1
"energy sector knowledge",1
"security sector knowledge",1
"healthcare sector knowledge",1
"life sciences knowledge",2
"materials science knowledge",1
"environmental research knowledge",1
"scientific background",1
"engineering background",1
"advanced laser technology",1
"technological systems",1
"practical implementation",1
"laser-based hardware solutions",1
"laser-based software solutions",1
"diagnostic tools",3
"technical manuals",1
"operating advanced laser equipment",1
"maintaining advanced laser equipment",1
"technical instrumentation",1
"sensors",5
"data acquisition systems",2
"continuous professional development",1
"analytical reasoning",4
"theoretical science",1
"applied science",2
"radiation detection measurements",1
"photon modelling",1
"electron modelling",1
"neutron modelling",1
"mcnp",1
"simulating material properties",1
"computational algorithms",1
"physics problem solving",1
"mathematical assessment",1
"on-job training",5
"classroom-based learning",1
"career development in the defence industry",1
"graduate role preparation",1
"employee assistance program knowledge",1
"occupational health awareness",1
"virtual assessment",2
"gdpr compliance",1
"real-world application",2
"asset management products knowledge",1
"marketing materials development",5
"global content creation",1
"investment analysis",2
"sustainable investing",2
"business process enhancement",2
"equities knowledge",1
"fixed income knowledge",1
"multi-asset investment solutions knowledge",1
"portfolio engineering",1
"trading knowledge",1
"artificial intelligence (ai)",5
"building surveying",1
"advisory services",2
"property lifecycle management",1
"sustainable retrofit",1
"chartered building surveying",1
"development management",1
"refurbishment management",1
"fit-out management",1
"holistic advice",1
"sector expertise",1
"commercial property knowledge",1
"investor relations",1
"landlord relations",1
"occupier relations",1
"strategic project consultancy",1
"technical due diligence",1
"dilapidations",1
"neighbourly matters",1
"verbal skills",2
"listening",3
"conferences",1
"courses",1
"lectures",1
"social events",1
"online assessment",5
"shl assessment",1
"screening calls",1
"assessment centre",6
"panel interview",2
"in-person interview",1
"inclusive culture",3
"use of ai tools",1
"issue anticipation",1
"kpi implementation",1
"out of the box thinking",1
"challenging the status quo",2
"classroom learning",6
"performance bonuses",6
"incentives",6
"employee referral rewards",6
"sales and marketing",6
"design processes",1
"critical systems safeguarding",1
"global security",1
"resourcing",1
"graduate programme management",1
"accountancy operational expertise",1
"a-levels or equivalent",4
"scottish advanced highers",4
"gcses in maths",4
"gcses in english",4
"online application form",5
"online assessments",6
"assembly techniques",2
"disassembly techniques",2
"repair methods",2
"verification methods",2
"design intent compliance",1
"operational engineering",1
"competency in engineering tasks",1
"flexible benefits package",6
"potential achievement",6
"operations test & commissioning",1
"reactor systems",1
"propulsion systems",2
"ship systems",1
"weapon systems",1
"strategic weapons systems",1
"engineering project implementation",2
"pdca (plan, do, check, act system)",2
"fmea (failure mode and effects analysis)",2
"logistical operations processes",4
"communication improvement",1
"health and safety procedures",2
"qlikview",3
"exposure to various businesses",1
